Date, Price
May 25 1995,22.48
May 26 1995,22.57
May 29 1995,23.04
May 30 1995,23.25
May 31 1995,23.21
Jun 01 1995,23.81
Jun 02 1995,23.55
Jun 05 1995,23.59
Jun 06 1995,23.94
Jun 07 1995,23.68
Jun 08 1995,23.51
Jun 09 1995,23.42
Jun 12 1995,23.42
Jun 13 1995,23.17
Jun 14 1995,23.08
Jun 15 1995,23.12
Jun 16 1995,23.34
Jun 19 1995,23.34
Jun 20 1995,23.59
Jun 21 1995,23.29
Jun 22 1995,23.25
Jun 23 1995,23
Jun 26 1995,22.48
Jun 27 1995,22.18
Jun 28 1995,23.04
Jun 29 1995,22.91
Jun 30 1995,22.57
Jul 03 1995,22.01
Jul 04 1995,22.05
Jul 05 1995,21.88
Jul 06 1995,22.18
Jul 07 1995,22.31
Jul 10 1995,22.18
Jul 11 1995,22.1
Jul 12 1995,22.61
Jul 13 1995,22.57
Jul 14 1995,22.65
Jul 17 1995,22.91
Jul 18 1995,22.82
Jul 19 1995,23.17
Jul 20 1995,23.42
Jul 21 1995,23.85
Jul 25 1995,25.26
Jul 26 1995,24.92
Jul 27 1995,25.05
Jul 28 1995,23.59
Jul 31 1995,22.82
Aug 01 1995,22.95
Aug 02 1995,23.72
Aug 03 1995,22.74
Aug 04 1995,22.95
Aug 07 1995,22.65
Aug 08 1995,22.18
Aug 09 1995,22.65
Aug 11 1995,22.53
Aug 14 1995,22.44
Aug 16 1995,22.7
Aug 17 1995,22.87
Aug 21 1995,22.87
Aug 22 1995,23.21
Aug 24 1995,22.87
Aug 25 1995,22.57
Aug 28 1995,22.27
Aug 31 1995,22.57
Sep 01 1995,22.61
Sep 04 1995,22.4
Sep 05 1995,22.23
Sep 06 1995,22.7
Sep 07 1995,22.57
Sep 08 1995,22.78
Sep 11 1995,22.78
Sep 12 1995,22.44
Sep 13 1995,22.35
Sep 14 1995,22.35
Sep 15 1995,22.4
Sep 18 1995,22.48
Sep 19 1995,22.61
Sep 20 1995,22.65
Sep 21 1995,22.78
Sep 22 1995,22.87
Sep 25 1995,23.25
Sep 26 1995,23.64
Sep 27 1995,23.04
Sep 28 1995,23.17
Sep 29 1995,23.59
Oct 04 1995,24.11
Oct 05 1995,24.23
Oct 06 1995,24.36
Oct 09 1995,24.02
Oct 10 1995,23.59
Oct 11 1995,23.68
Oct 12 1995,23.38
Oct 13 1995,23.47
Oct 16 1995,23.47
Oct 17 1995,23
Oct 18 1995,22.95
Oct 19 1995,22.57
Oct 20 1995,22.31
Oct 23 1995,21.8
Oct 26 1995,20.77
Oct 27 1995,21.07
Oct 30 1995,20.6
Oct 31 1995,20.77
Nov 01 1995,22.05
Nov 02 1995,21.97
Nov 03 1995,22.35
Nov 06 1995,22.14
Nov 08 1995,21.33
Nov 09 1995,20.82
Nov 10 1995,20.73
Nov 13 1995,20.52
Nov 14 1995,20.19
Nov 15 1995,20.54
Nov 21 1995,19.36
Nov 22 1995,19.14
Nov 23 1995,18.68
Nov 24 1995,19.38
Nov 27 1995,18.76
Nov 28 1995,17.87
Nov 29 1995,17.16
Nov 30 1995,18.29
Dec 01 1995,19.68
Dec 04 1995,19.64
Dec 05 1995,17.82
Dec 06 1995,18.33
Dec 07 1995,18.79
Dec 08 1995,17.98
Dec 11 1995,17.52
Dec 12 1995,17.25
Dec 13 1995,17.99
Dec 14 1995,17.55
Dec 15 1995,17.44
Dec 18 1995,17.29
Dec 19 1995,17.03
Dec 20 1995,17.2
Dec 21 1995,18.19
Dec 22 1995,17.7
Jan 01 1996,17.65
Jan 02 1996,17.55
Jan 03 1996,17.52
Jan 04 1996,17.46
Jan 08 1996,16.54
Jan 09 1996,16.06
Jan 10 1996,15.65
Jan 11 1996,16.14
Jan 12 1996,15.97
Jan 15 1996,15.81
Jan 16 1996,15.84
Jan 17 1996,15.21
Jan 18 1996,14.78
Jan 19 1996,14.52
Jan 22 1996,14.77
Jan 23 1996,14.15
Jan 24 1996,13.66
Jan 25 1996,13.09
Jan 29 1996,14.12
Jan 30 1996,15.38
Jan 31 1996,15.05
Feb 01 1996,15.65
Feb 02 1996,17.35
Feb 05 1996,18.79
Feb 06 1996,17.22
Feb 07 1996,17.54
Feb 08 1996,19.07
Feb 09 1996,20.18
Feb 12 1996,18.91
Feb 13 1996,20.05
Feb 14 1996,20.06
Feb 15 1996,19.74
Feb 16 1996,19.39
Feb 19 1996,19.59
Feb 20 1996,18.56
Feb 22 1996,19.53
Feb 23 1996,19.33
Feb 26 1996,19.37
Feb 27 1996,19.15
Feb 28 1996,19.24
Feb 29 1996,18.04
Mar 01 1996,18.14
Mar 04 1996,17.95
Mar 06 1996,18.59
Mar 07 1996,18.76
Mar 08 1996,18.66
Mar 11 1996,18.72
Mar 12 1996,19.68
Mar 13 1996,19.34
Mar 14 1996,19.34
Mar 15 1996,18.7
Mar 18 1996,17.85
Mar 19 1996,16.75
Mar 21 1996,17.95
Mar 22 1996,17.23
Mar 25 1996,17.12
Mar 26 1996,17.01
Mar 27 1996,17.62
Mar 28 1996,17.85
Mar 29 1996,17.61
Apr 01 1996,17.78
Apr 02 1996,17.82
Apr 03 1996,17.97
Apr 04 1996,17.76
Apr 08 1996,18.06
Apr 09 1996,18.08
Apr 10 1996,18.07
Apr 11 1996,17.88
Apr 12 1996,18.37
Apr 15 1996,18.84
Apr 16 1996,18.89
Apr 17 1996,19.69
Apr 18 1996,20.77
Apr 19 1996,20.9
Apr 22 1996,20.24
Apr 23 1996,20.1
Apr 24 1996,21.73
Apr 25 1996,20.63
Apr 26 1996,20.81
Apr 29 1996,20.64
Apr 30 1996,20.83
May 01 1996,22.65
May 02 1996,22.67
May 03 1996,22.15
May 06 1996,20.91
May 07 1996,21.16
May 08 1996,21.28
May 09 1996,20.76
May 10 1996,20.54
May 13 1996,20.98
May 14 1996,21.56
May 15 1996,21.61
May 16 1996,21.73
May 17 1996,21.3
May 20 1996,20.63
May 21 1996,20.56
May 22 1996,20.67
May 23 1996,20.5
May 24 1996,20.69
May 27 1996,20.08
May 28 1996,19.43
May 29 1996,20.54
May 30 1996,20.16
May 31 1996,20.29
Jun 03 1996,20.91
Jun 04 1996,20.62
Jun 05 1996,20.48
Jun 06 1996,20.82
Jun 07 1996,20.8
Jun 10 1996,20.62
Jun 11 1996,20.45
Jun 12 1996,20.76
Jun 13 1996,20.68
Jun 14 1996,20.9
Jun 17 1996,20.62
Jun 18 1996,20.09
Jun 19 1996,19.49
Jun 20 1996,19.52
Jun 21 1996,18.98
Jun 24 1996,18.81
Jun 25 1996,18.42
Jun 26 1996,18.07
Jun 27 1996,18.39
Jun 28 1996,18.18
Jul 01 1996,17.77
Jul 02 1996,17.4
Jul 03 1996,16.23
Jul 04 1996,16.17
Jul 05 1996,15.93
Jul 08 1996,16.05
Jul 09 1996,15.26
Jul 10 1996,15
Jul 11 1996,15.04
Jul 12 1996,14.48
Jul 15 1996,15.29
Jul 16 1996,18.46
Jul 17 1996,18.79
Jul 18 1996,19.7
Jul 19 1996,20.67
Jul 22 1996,20.36
Jul 23 1996,20.54
Jul 24 1996,18.54
Jul 25 1996,17.7
Jul 26 1996,17.71
Jul 29 1996,18.07
Jul 30 1996,17.59
Jul 31 1996,18.2
Aug 01 1996,17.87
Aug 02 1996,17.63
Aug 05 1996,17.35
Aug 06 1996,17.53
Aug 07 1996,17.93
Aug 08 1996,17.58
Aug 09 1996,17.72
Aug 12 1996,17.71
Aug 13 1996,17.81
Aug 14 1996,17.57
Aug 16 1996,17.57
Aug 19 1996,16.79
Aug 20 1996,16.98
Aug 21 1996,17.83
Aug 22 1996,17.95
Aug 23 1996,18.17
Aug 26 1996,17.81
Aug 27 1996,17.67
Aug 28 1996,18.16
Aug 29 1996,17.99
Aug 30 1996,18.01
Sep 02 1996,18.11
Sep 03 1996,17.65
Sep 04 1996,17.67
Sep 05 1996,17.94
Sep 06 1996,17.79
Sep 09 1996,17.65
Sep 10 1996,17.5
Sep 11 1996,17.31
Sep 12 1996,17.18
Sep 13 1996,17.03
Sep 16 1996,16.42
Sep 17 1996,16.67
Sep 18 1996,17.48
Sep 19 1996,16.85
Sep 20 1996,16.76
Sep 23 1996,16.54
Sep 24 1996,16.67
Sep 25 1996,16.79
Sep 26 1996,16.52
Sep 27 1996,16.02
Sep 30 1996,16.26
Oct 01 1996,16.22
Oct 03 1996,16.15
Oct 04 1996,16.24
Oct 07 1996,15.92
Oct 08 1996,15.99
Oct 09 1996,16.2
Oct 10 1996,16.63
Oct 11 1996,16.61
Oct 14 1996,16.12
Oct 15 1996,16.07
Oct 16 1996,16.05
Oct 17 1996,16.46
Oct 18 1996,16.58
Oct 22 1996,17.18
Oct 23 1996,18.18
Oct 24 1996,17.94
Oct 25 1996,18.21
Oct 28 1996,18.01
Oct 29 1996,17.73
Oct 31 1996,17.2
Nov 01 1996,16.75
Nov 04 1996,16.06
Nov 05 1996,15.76
Nov 06 1996,15.58
Nov 07 1996,15.79
Nov 08 1996,15.93
Nov 10 1996,15.6
Nov 11 1996,15.62
Nov 13 1996,15.89
Nov 14 1996,15.69
Nov 15 1996,15.89
Nov 18 1996,16.32
Nov 19 1996,16.12
Nov 20 1996,15.57
Nov 21 1996,15.29
Nov 22 1996,15.14
Nov 25 1996,15.86
Nov 26 1996,16.12
Nov 27 1996,15.46
Nov 28 1996,15.38
Nov 29 1996,15.43
Dec 02 1996,15.4
Dec 03 1996,15.52
Dec 04 1996,15.3
Dec 05 1996,15.57
Dec 06 1996,15.59
Dec 09 1996,15.57
Dec 10 1996,15.3
Dec 11 1996,16.37
Dec 12 1996,16.01
Dec 13 1996,16.01
Dec 16 1996,16.58
Dec 17 1996,16.36
Dec 18 1996,16.61
Dec 19 1996,16.61
Dec 20 1996,17.37
Dec 23 1996,17.11
Dec 24 1996,17.07
Dec 31 1996,17.59
Jan 01 1997,18.68
Jan 02 1997,18.24
Jan 03 1997,18.45
Jan 06 1997,18.33
Jan 07 1997,18.46
Jan 08 1997,18.76
Jan 09 1997,18.72
Jan 10 1997,18.95
Jan 13 1997,18.92
Jan 14 1997,19.67
Jan 15 1997,21.05
Jan 16 1997,20.53
Jan 17 1997,20.74
Jan 20 1997,20
Jan 21 1997,19.61
Jan 22 1997,20.95
Jan 24 1997,22.06
Jan 27 1997,22.84
Jan 28 1997,23.43
Jan 29 1997,23.35
Jan 30 1997,23.32
Jan 31 1997,22.8
Feb 03 1997,21.54
Feb 04 1997,22.46
Feb 05 1997,22.39
Feb 06 1997,22.76
Feb 07 1997,23.3
Feb 10 1997,23.21
Feb 11 1997,23.4
Feb 12 1997,23.31
Feb 13 1997,23.23
Feb 14 1997,23.33
Feb 17 1997,23.42
Feb 18 1997,22.84
Feb 19 1997,23.23
Feb 20 1997,23
Feb 21 1997,22.67
Feb 24 1997,21.82
Feb 25 1997,22.26
Feb 26 1997,22.46
Feb 27 1997,22.96
Feb 28 1997,25.01
Mar 01 1997,26.38
Mar 03 1997,25.98
Mar 04 1997,26.21
Mar 05 1997,25.88
Mar 06 1997,25.6
Mar 10 1997,24.37
Mar 11 1997,23.07
Mar 12 1997,23.73
Mar 13 1997,23.42
Mar 14 1997,23.89
Mar 17 1997,24.23
Mar 18 1997,24.54
Mar 19 1997,24.04
Mar 20 1997,24.2
Mar 21 1997,24.57
Mar 25 1997,24.57
Mar 26 1997,24.83
Mar 27 1997,24.83
Mar 31 1997,22.37
Apr 01 1997,22.23
Apr 02 1997,22.6
Apr 03 1997,22.81
Apr 04 1997,22.71
Apr 07 1997,22.48
Apr 09 1997,23.35
Apr 10 1997,22.65
Apr 11 1997,22.8
Apr 12 1997,22.39
Apr 15 1997,22.61
Apr 17 1997,23.81
Apr 21 1997,25.47
Apr 22 1997,25.78
Apr 23 1997,26.1
Apr 24 1997,25.93
Apr 25 1997,26
Apr 28 1997,25.98
Apr 29 1997,25.98
Apr 30 1997,26.37
May 02 1997,26
May 05 1997,25.47
May 06 1997,25.78
May 07 1997,25.61
May 08 1997,25.7
May 09 1997,25.64
May 12 1997,24.94
May 13 1997,24.91
May 14 1997,25.2
May 15 1997,25.04
May 16 1997,25.09
May 19 1997,25.3
May 20 1997,25.29
May 21 1997,24.9
May 22 1997,24.68
May 23 1997,24.71
May 26 1997,24.53
May 27 1997,24.23
May 28 1997,24.05
May 29 1997,25.05
May 30 1997,25.63
Jun 02 1997,25.93
Jun 03 1997,25.83
Jun 04 1997,25.86
Jun 05 1997,26.46
Jun 06 1997,26.23
Jun 09 1997,26.3
Jun 10 1997,26.7
Jun 11 1997,27.01
Jun 12 1997,27.58
Jun 13 1997,27.49
Jun 16 1997,26.85
Jun 17 1997,27.23
Jun 18 1997,27.56
Jun 19 1997,29.11
Jun 20 1997,30.62
Jun 23 1997,31.08
Jun 24 1997,31.4
Jun 25 1997,31.38
Jun 26 1997,32.33
Jun 27 1997,31.47
Jun 30 1997,31.36
Jul 01 1997,31.13
Jul 02 1997,31.51
Jul 03 1997,31.1
Jul 04 1997,30.56
Jul 07 1997,30.68
Jul 08 1997,30.31
Jul 09 1997,31.11
Jul 10 1997,31.25
Jul 11 1997,30.54
Jul 14 1997,29.47
Jul 15 1997,29.6
Jul 16 1997,29.87
Jul 17 1997,29.8
Jul 21 1997,29.38
Jul 22 1997,29.31
Jul 23 1997,30.66
Jul 24 1997,30.22
Jul 25 1997,29.87
Jul 28 1997,29.94
Jul 29 1997,30.17
Jul 30 1997,30.09
Jul 31 1997,30.65
Aug 01 1997,30.97
Aug 04 1997,30.89
Aug 05 1997,31.58
Aug 06 1997,31.78
Aug 07 1997,31.73
Aug 08 1997,31.73
Aug 11 1997,32.2
Aug 12 1997,32.23
Aug 13 1997,31.88
Aug 14 1997,31.74
Aug 18 1997,31.1
Aug 19 1997,30.83
Aug 20 1997,31.14
Aug 21 1997,30.58
Aug 22 1997,29.65
Aug 25 1997,28.94
Aug 26 1997,29.08
Aug 27 1997,29.57
Aug 28 1997,28.87
Aug 29 1997,28.12
Sep 01 1997,28.78
Sep 02 1997,28.84
Sep 03 1997,28.97
Sep 04 1997,29.31
Sep 05 1997,29.41
Sep 08 1997,29.35
Sep 09 1997,29.38
Sep 10 1997,29.13
Sep 11 1997,29.58
Sep 12 1997,29.41
Sep 15 1997,29.34
Sep 16 1997,29.92
Sep 17 1997,29.98
Sep 18 1997,29.55
Sep 19 1997,29.55
Sep 22 1997,28.71
Sep 23 1997,28.69
Sep 24 1997,28.96
Sep 25 1997,29.57
Sep 26 1997,29.95
Sep 29 1997,30.5
Sep 30 1997,30.77
Oct 01 1997,30.73
Oct 09 1997,32.64
Oct 10 1997,35.88
Oct 13 1997,36.62
Oct 14 1997,34.01
Oct 15 1997,34.24
Oct 16 1997,34.42
Oct 17 1997,34.59
Oct 20 1997,34.93
Oct 21 1997,34.78
Oct 22 1997,35.11
Oct 23 1997,34.52
Oct 24 1997,33.71
Oct 27 1997,64.43
Oct 28 1997,58.09
Oct 29 1997,63.71
Oct 30 1997,61.72
Nov 03 1997,61.77
Nov 04 1997,60.3
Nov 05 1997,31.1
Nov 06 1997,30.73
Nov 07 1997,30.4
Nov 10 1997,29.72
Nov 11 1997,29.87
Nov 12 1997,28.82
Nov 13 1997,27.92
Nov 17 1997,28.47
Nov 18 1997,27.82
Nov 19 1997,26.78
Nov 20 1997,26.45
Nov 21 1997,26.46
Nov 24 1997,25.25
Nov 25 1997,26.82
Nov 26 1997,27.87
Nov 27 1997,28.43
Nov 28 1997,27.01
Dec 01 1997,27.36
Dec 02 1997,26.91
Dec 03 1997,27.01
Dec 04 1997,27.39
Dec 05 1997,27.8
Dec 08 1997,28.53
Dec 09 1997,26.55
Dec 10 1997,26.26
Dec 11 1997,26.58
Dec 12 1997,25.62
Dec 15 1997,26.33
Dec 16 1997,26.6
Dec 17 1997,26.76
Dec 18 1997,26.77
Dec 19 1997,27.37
Dec 22 1997,27.71
Dec 23 1997,28.02
Dec 24 1997,27.69
Dec 26 1997,28.35
Dec 29 1997,28.85
Dec 30 1997,28.19
Dec 31 1997,28.55
Jan 01 1998,28.82
Jan 02 1998,28.83
Jan 05 1998,29.36
Jan 06 1998,29.12
Jan 07 1998,29.41
Jan 08 1998,28.66
Jan 09 1998,27.92
Jan 12 1998,26.63
Jan 13 1998,26.89
Jan 14 1998,26.37
Jan 15 1998,26.63
Jan 16 1998,26.77
Jan 19 1998,27.42
Jan 20 1998,26.97
Jan 21 1998,27.04
Jan 22 1998,26.55
Jan 23 1998,26.29
Jan 27 1998,25.8
Jan 28 1998,25.23
Jan 29 1998,25.49
Jan 30 1998,26.26
Feb 02 1998,26.69
Feb 03 1998,27.1
Feb 04 1998,26.27
Feb 05 1998,26.59
Feb 06 1998,26.63
Feb 09 1998,26.91
Feb 10 1998,26.79
Feb 11 1998,25.97
Feb 12 1998,25.41
Feb 13 1998,25.69
Feb 17 1998,25.76
Feb 18 1998,25.56
Feb 19 1998,26.02
Feb 20 1998,25.6
Feb 23 1998,26
Feb 24 1998,26
Feb 25 1998,26.76
Feb 26 1998,26.78
Feb 27 1998,27.28
Mar 02 1998,28.45
Mar 03 1998,27.32
Mar 04 1998,28.3
Mar 05 1998,28.39
Mar 06 1998,28.22
Mar 09 1998,30.78
Mar 10 1998,30.04
Mar 11 1998,29.29
Mar 12 1998,29
Mar 16 1998,30.03
Mar 17 1998,29.76
Mar 18 1998,30.44
Mar 19 1998,30
Mar 20 1998,30.2
Mar 23 1998,30.68
Mar 24 1998,30.43
Mar 25 1998,31.3
Mar 26 1998,30.55
Mar 27 1998,30.72
Mar 30 1998,30.19
Mar 31 1998,29.8
Apr 01 1998,31.13
Apr 02 1998,30.96
Apr 03 1998,31.49
Apr 06 1998,31.47
Apr 07 1998,31.56
Apr 09 1998,33.96
Apr 10 1998,33.19
Apr 13 1998,32.21
Apr 15 1998,33.84
Apr 16 1998,33.19
Apr 17 1998,33.87
Apr 20 1998,33.68
Apr 21 1998,33.93
Apr 22 1998,33.72
Apr 23 1998,32.5
Apr 24 1998,32.62
Apr 27 1998,32.04
Apr 28 1998,31.5
Apr 29 1998,32.43
Apr 30 1998,32.68
May 04 1998,33.16
May 05 1998,33.17
May 06 1998,32.5
May 08 1998,32.35
May 11 1998,32.48
May 12 1998,31.56
May 13 1998,29.76
May 14 1998,30.43
May 15 1998,30.17
May 18 1998,30.5
May 19 1998,30.8
May 20 1998,31.19
May 21 1998,30.82
May 22 1998,30.96
May 25 1998,31.08
May 26 1998,30.96
May 27 1998,29.56
May 28 1998,28.32
May 29 1998,28.41
Jun 01 1998,28.14
Jun 02 1998,26.49
Jun 03 1998,28.23
Jun 04 1998,27.82
Jun 05 1998,26.9
Jun 08 1998,26.49
Jun 09 1998,26.36
Jun 10 1998,25.48
Jun 11 1998,25.83
Jun 12 1998,25.84
Jun 15 1998,24.81
Jun 16 1998,24.69
Jun 17 1998,26.15
Jun 18 1998,25.35
Jun 19 1998,24.19
Jun 22 1998,23.69
Jun 23 1998,23.71
Jun 24 1998,24.54
Jun 25 1998,25.08
Jun 26 1998,24.46
Jun 29 1998,24.9
Jun 30 1998,24.44
Jul 01 1998,24.22
Jul 02 1998,24.25
Jul 03 1998,23.77
Jul 06 1998,24.44
Jul 07 1998,24.43
Jul 08 1998,24.84
Jul 09 1998,24.85
Jul 10 1998,25.51
Jul 13 1998,25.15
Jul 14 1998,25.15
Jul 15 1998,25.18
Jul 16 1998,25.69
Jul 17 1998,25.43
Jul 20 1998,24.84
Jul 21 1998,24.02
Jul 22 1998,23.98
Jul 23 1998,23.11
Jul 24 1998,22.81
Jul 27 1998,22.26
Jul 28 1998,22.88
Jul 29 1998,23.58
Jul 30 1998,23.25
Jul 31 1998,23.15
Aug 03 1998,22.55
Aug 04 1998,22.69
Aug 05 1998,22.54
Aug 06 1998,22.19
Aug 07 1998,22.17
Aug 10 1998,21.56
Aug 11 1998,21.16
Aug 12 1998,20.77
Aug 13 1998,20.94
Aug 14 1998,20.51
Aug 17 1998,20.42
Aug 18 1998,19.49
Aug 19 1998,18.64
Aug 20 1998,20.13
Aug 21 1998,19.75
Aug 24 1998,19.48
Aug 25 1998,19.65
Aug 27 1998,19.36
Aug 28 1998,18.36
Aug 31 1998,18.24
Sep 01 1998,17.54
Sep 02 1998,17.87
Sep 03 1998,18.09
Sep 04 1998,19.53
Sep 07 1998,19.96
Sep 08 1998,19.87
Sep 09 1998,20.09
Sep 10 1998,20.38
Sep 11 1998,20.03
Sep 14 1998,20.92
Sep 15 1998,20.54
Sep 16 1998,20.4
Sep 17 1998,20.47
Sep 18 1998,20.42
Sep 21 1998,20.87
Sep 22 1998,20.61
Sep 23 1998,20.93
Sep 24 1998,21.4
Sep 25 1998,21.56
Sep 28 1998,21.33
Sep 29 1998,20.56
Sep 30 1998,20.3
Oct 05 1998,18.69
Oct 06 1998,18.62
Oct 07 1998,19.5
Oct 08 1998,18.49
Oct 09 1998,18.82
Oct 12 1998,18.25
Oct 13 1998,17.61
Oct 14 1998,18.67
Oct 15 1998,18.12
Oct 16 1998,18.24
Oct 19 1998,17.96
Oct 20 1998,17.25
Oct 22 1998,18.05
Oct 23 1998,18.17
Oct 26 1998,19.62
Oct 27 1998,19.63
Oct 28 1998,19.4
Oct 29 1998,19.25
Oct 30 1998,18.85
Oct 31 1998,18.65
Nov 02 1998,18.81
Nov 03 1998,18.5
Nov 05 1998,18.94
Nov 06 1998,20.17
Nov 09 1998,20.87
Nov 10 1998,20.82
Nov 11 1998,20.47
Nov 12 1998,21.27
Nov 13 1998,20.91
Nov 16 1998,20.13
Nov 17 1998,20.49
Nov 18 1998,20.7
Nov 19 1998,20.35
Nov 20 1998,20.38
Nov 23 1998,19.98
Nov 24 1998,19.9
Nov 26 1998,19.32
Nov 27 1998,19.06
Nov 28 1998,18.95
Nov 30 1998,19.11
Dec 01 1998,19.1
Dec 02 1998,19.25
Dec 03 1998,19.07
Dec 04 1998,19.33
Dec 07 1998,19.73
Dec 08 1998,19.77
Dec 09 1998,20.13
Dec 10 1998,20.34
Dec 11 1998,20.41
Dec 14 1998,20.12
Dec 15 1998,19.62
Dec 16 1998,19.84
Dec 17 1998,19.07
Dec 18 1998,19.18
Dec 21 1998,19.85
Dec 22 1998,20.13
Dec 23 1998,19.85
Dec 24 1998,19.81
Dec 28 1998,20.52
Dec 29 1998,20.31
Dec 30 1998,20.92
Dec 31 1998,20.36
Jan 01 1999,20.81
Jan 04 1999,21.03
Jan 05 1999,20.94
Jan 06 1999,21.11
Jan 07 1999,22.13
Jan 08 1999,23.91
Jan 11 1999,24.71
Jan 12 1999,24.11
Jan 13 1999,23.6
Jan 14 1999,23.18
Jan 15 1999,22.99
Jan 18 1999,23.07
Jan 19 1999,22.14
Jan 21 1999,22.69
Jan 22 1999,23
Jan 25 1999,22.68
Jan 27 1999,23.2
Jan 28 1999,22.57
Jan 29 1999,22.59
Feb 01 1999,21.88
Feb 02 1999,21.35
Feb 03 1999,22.01
Feb 04 1999,21.39
Feb 05 1999,20.86
Feb 08 1999,20.18
Feb 09 1999,20.48
Feb 10 1999,20.94
Feb 11 1999,20.79
Feb 12 1999,20.79
Feb 15 1999,20.29
Feb 16 1999,20.4
Feb 17 1999,20.75
Feb 18 1999,22.41
Feb 19 1999,24.08
Feb 22 1999,22.31
Feb 23 1999,23.46
Feb 24 1999,23.99
Feb 25 1999,23.79
Feb 26 1999,23.82
Feb 27 1999,24.55
Mar 01 1999,24.69
Mar 03 1999,25.63
Mar 04 1999,25.81
Mar 05 1999,26
Mar 08 1999,26.02
Mar 09 1999,25.54
Mar 10 1999,24.52
Mar 11 1999,23.77
Mar 12 1999,23.43
Mar 15 1999,23.71
Mar 16 1999,22.73
Mar 17 1999,22.48
Mar 18 1999,22.68
Mar 19 1999,22.56
Mar 20 1999,22.57
Mar 22 1999,21.86
Mar 23 1999,21.79
Mar 24 1999,21.73
Mar 25 1999,21.21
Mar 26 1999,20.76
Mar 30 1999,21.04
Mar 31 1999,22.2
Apr 01 1999,22.36
Apr 05 1999,20.58
Apr 06 1999,21.46
Apr 07 1999,21.36
Apr 08 1999,21.16
Apr 09 1999,20.53
Apr 12 1999,20.53
Apr 13 1999,20.52
Apr 15 1999,19.97
Apr 16 1999,21.57
Apr 17 1999,20.77
Apr 19 1999,21.99
Apr 20 1999,22.59
Apr 21 1999,22.19
Apr 22 1999,21.45
Apr 23 1999,21.54
Apr 26 1999,20.29
Apr 28 1999,21.11
Apr 29 1999,22.81
Apr 30 1999,23.1
May 03 1999,22.89
May 04 1999,24.73
May 05 1999,25.06
May 06 1999,25.61
May 07 1999,25.9
May 10 1999,26.26
May 11 1999,28.37
May 12 1999,27.07
May 13 1999,28.86
May 14 1999,31.18
May 17 1999,30.47
May 18 1999,31.41
May 19 1999,31.24
May 20 1999,29.9
May 21 1999,28.45
May 24 1999,28.44
May 25 1999,28.95
May 26 1999,27.92
May 27 1999,26.26
May 28 1999,26.39
May 31 1999,28.5
Jun 01 1999,28.27
Jun 02 1999,29.65
Jun 03 1999,30.31
Jun 04 1999,31.33
Jun 07 1999,30.78
Jun 08 1999,33.2
Jun 09 1999,32
Jun 10 1999,32.2
Jun 11 1999,31.1
Jun 14 1999,30.17
Jun 15 1999,29.49
Jun 16 1999,31.02
Jun 17 1999,31.41
Jun 18 1999,31.18
Jun 21 1999,32.04
Jun 22 1999,31.75
Jun 23 1999,30.95
Jun 24 1999,30.76
Jun 25 1999,30.26
Jun 28 1999,30.29
Jun 29 1999,29.81
Jun 30 1999,30.21
Jul 01 1999,29.69
Jul 02 1999,30.72
Jul 05 1999,31.83
Jul 06 1999,31.87
Jul 07 1999,31.54
Jul 08 1999,30.85
Jul 09 1999,30.67
Jul 12 1999,31.88
Jul 13 1999,32.56
Jul 14 1999,33.05
Jul 15 1999,31.61
Jul 16 1999,31.55
Jul 19 1999,31.56
Jul 20 1999,30.34
Jul 21 1999,30.9
Jul 22 1999,30.74
Jul 23 1999,30.25
Jul 26 1999,29.43
Jul 27 1999,29.08
Jul 28 1999,29.81
Jul 29 1999,30.61
Jul 30 1999,30.5
Aug 02 1999,30.02
Aug 03 1999,29.55
Aug 04 1999,30.54
Aug 05 1999,30.51
Aug 06 1999,30.1
Aug 09 1999,30.06
Aug 10 1999,29.52
Aug 11 1999,29.25
Aug 12 1999,28.82
Aug 13 1999,28.5
Aug 16 1999,29.05
Aug 17 1999,29.07
Aug 18 1999,29.9
Aug 19 1999,29.69
Aug 20 1999,29.74
Aug 23 1999,31.87
Aug 24 1999,31.54
Aug 25 1999,30.5
Aug 26 1999,30.82
Aug 27 1999,31.52
Aug 30 1999,32.1
Aug 31 1999,32.95
Sep 01 1999,32.3
Sep 02 1999,31.29
Sep 03 1999,31.2
Sep 06 1999,31.59
Sep 07 1999,31.26
Sep 08 1999,32.39
Sep 09 1999,33.94
Sep 10 1999,33.67
Sep 14 1999,33.03
Sep 15 1999,32.39
Sep 16 1999,31.76
Sep 17 1999,32.29
Sep 20 1999,31.79
Sep 21 1999,31.27
Sep 23 1999,32.96
Sep 24 1999,35.59
Sep 27 1999,36.68
Sep 28 1999,38.34
Sep 29 1999,40.69
Sep 30 1999,40.82
Oct 01 1999,40.58
Oct 04 1999,39.32
Oct 05 1999,40.46
Oct 06 1999,40.52
Oct 07 1999,42.25
Oct 08 1999,41.2
Oct 11 1999,40.84
Oct 12 1999,40.46
Oct 13 1999,41.22
Oct 14 1999,41.39
Oct 15 1999,39.89
Oct 18 1999,39.74
Oct 20 1999,42.68
Oct 21 1999,45.14
Oct 22 1999,44.67
Oct 23 1999,44.79
Oct 25 1999,43.9
Oct 26 1999,43.49
Oct 27 1999,42.8
Oct 28 1999,41.45
Oct 29 1999,40.09
Nov 01 1999,37.09
Nov 02 1999,39.89
Nov 03 1999,38.39
Nov 04 1999,38.5
